id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
420,Leny,Yoro,Yoro,a,,,4.9,414,77,0.5,244,91,0.3,336,122,0,0,0,-1,1,188,636,0.1,0.2,0.3,0.3,1.0,288,114,,,313,118,254,86,459,189,317,115,,,,,,,,0.0,0.06,0.06,5.62,0.0,0.0,5.62,0.0,11.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
421,Ayden,Heaven,Heaven,a,,,4.4,573,158,0.3,282,105,0.3,320,111,0,-1,1,-1,1,169,526,0.1,0.2,0.3,0.3,1.0,264,97,,,254,99,233,75,136,44,257,94,,,,,,,,0.12,0.04,0.16,1.01,0.0,0.0,2.0,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,601,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
422,Noussair,Mazraoui,Mazraoui,a,,,4.5,472,111,0.6,237,87,0.7,267,93,0,0,0,0,0,223,835,0.2,0.4,0.7,0.7,1.0,272,103,,,184,81,79,23,151,49,147,55,,,,,,,,0.21,0.05,0.26,1.88,0.0,0.0,2.81,0.94,4.69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,901,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
423,Luke,Shaw,Shaw,a,,,4.5,434,85,15.5,26,8,1.0,226,79,0,0,0,0,0,1677,31462,0.2,0.7,1.0,1.0,1.5,228,79,,,75,30,18,2,147,47,50,9,3.0,,,,,,,0.0,0.16,0.16,1.15,0.0,0.0,1.67,1.11,6.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,36223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
424,Harry,Amass,Amass,a,,,4.0,642,205,0.2,341,125,0.0,428,160,0,0,0,0,0,235,156,0.0,0.0,0.0,0.0,0.0,428,160,,,389,152,381,150,308,126,399,152,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
425,Tyler,Fredricson,Fredricson,u,Has joined Lausanne-Sport permanently,,4.0,633,196,0.0,580,197,0.0,421,153,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,421,153,0.0,0.0,382,145,374,143,299,117,392,145,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
426,Bruno,Borges Fernandes,B.Fernandes,a,,,12.0,2,1,48.5,3,1,8.3,3,3,0,0,0,0,0,16463,35149,0.7,2.1,8.3,8.3,12.5,2,2,,,1,1,1,1,8,4,1,1,1.0,1.0,1.0,,,,,1.05,0.37,1.42,1.54,0.0,0.0,2.0,1.0,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18367,40440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
427,Bryan,Mbeumo,Mbeumo,a,,,7.9,12,8,26.7,8,4,4.3,59,29,0,-1,1,-1,1,5049,68382,0.5,1.6,4.3,4.3,6.5,27,12,,,43,20,12,12,5,2,6,5,2.0,2.0,2.0,,,,,1.13,0.22,1.35,1.54,0.0,0.0,2.0,1.0,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,85874,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
428,Matheus,Santos Carneiro da Cunha,Cunha,a,,,7.9,11,7,7.8,56,20,3.7,79,38,0,-1,1,-1,1,1313,10466,0.5,1.4,3.7,3.7,5.5,45,23,,,152,55,23,20,18,10,27,21,,,,,,,,0.2,0.21,0.41,1.18,0.0,0.0,1.71,1.14,2.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,11787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
429,Marcus,Rashford,Rashford,a,,,7.0,25,16,1.6,144,42,1.0,257,122,0,0,0,0,0,1555,2305,0.1,0.4,1.0,1.0,1.5,240,112,,,145,53,8,8,21,12,17,13,,3.0,,,,,,0.19,0.11,0.3,0.83,0.0,0.0,0.73,0.73,5.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,2507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
430,Mason,Mount,Mount,d,Foot injury - 75% chance of playing,,5.4,203,124,0.0,559,230,0.0,604,255,0,0,0,-1,1,9,40,0.0,0.0,0.0,0.0,0.0,604,255,75.0,75.0,582,243,589,249,562,228,590,246,,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
431,Amad,Diallo,Amad,i,Unspecified injury - Unknown return date,,5.8,116,76,0.5,257,85,0.0,629,273,0,0,0,-2,2,35,1688,0.0,0.0,0.0,0.0,0.0,629,273,0.0,0.0,620,270,624,271,614,264,624,270,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
432,Kobbie,Mainoo,Mainoo,a,,,5.5,179,109,1.1,179,56,1.7,194,89,0,0,0,0,0,1559,992,0.3,0.9,1.7,1.7,2.5,157,69,,,189,72,188,104,140,70,201,89,,,,,,,,0.19,0.25,0.44,1.0,0.0,0.0,0.88,0.88,14.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,1051,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
433,Manuel,Ugarte Ribeiro,Ugarte,i,Knee injury - Unknown return date,,5.0,287,173,0.0,628,272,0.0,560,230,0,0,0,0,0,5,8,0.0,0.0,0.0,0.0,0.0,560,230,0.0,0.0,535,214,536,219,493,186,542,216,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
434,Jack,Fletcher,J.Fletcher,a,,,5.0,353,213,0.0,594,250,0.0,590,248,0,0,0,0,0,13,14,0.0,0.0,0.0,0.0,0.0,590,248,,,566,234,573,240,538,212,574,237,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
435,Shea,Lacey,Lacey,a,,,5.0,361,219,0.1,495,200,0.3,351,162,0,0,0,0,0,29,74,0.1,0.2,0.3,0.3,1.0,313,138,,,337,156,299,150,545,218,345,162,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
436,Toby,Collyer,Collyer,u,Has joined West Brom permanently,,5.0,324,193,0.0,585,243,0.0,577,240,0,0,0,0,0,0,57,0.0,0.0,0.0,0.0,0.0,577,240,0.0,0.0,553,226,559,232,521,202,561,229,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
437,Bendito,Mantato,Bendito Mantato,a,,,4.5,543,276,0.2,346,127,0.0,501,195,0,0,0,0,0,220,198,0.0,0.0,0.0,0.0,0.0,501,195,,,467,175,468,184,412,142,477,180,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
438,Tyler,Fletcher,Fletcher,a,,,4.5,524,271,0.3,292,98,0.0,485,190,0,0,0,0,0,230,291,0.0,0.0,0.0,0.0,0.0,485,190,,,450,170,452,179,394,137,460,175,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
439,Benjamin,Sesko,Šeško,a,,,7.0,29,10,1.6,146,22,0.7,310,40,0,0,0,0,0,1463,3414,0.1,0.3,0.7,0.7,1.0,362,44,100.0,100.0,310,34,180,20,146,28,242,28,,,,,,,,0.11,0.03,0.14,2.92,0.0,0.0,2.73,0.0,8.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,3663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
440,Joshua,Zirkzee,Zirkzee,a,,,5.4,217,48,0.5,261,46,0.0,609,70,0,0,0,-1,1,833,945,0.0,0.0,0.0,0.0,0.0,609,70,,,588,61,594,66,570,63,595,66,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,1011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
441,Chido,Obi,Obi,a,,,4.5,550,75,1.2,171,25,0.0,506,54,0,0,0,0,0,2263,1417,0.0,0.0,0.0,0.0,0.0,506,54,,,472,45,473,50,417,47,482,50,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,1506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
405,Nico,González Iglesias,N.Gonzalez,a,,,5.5,166,99,0.3,309,110,1.3,212,99,2,0,0,0,0,685,332,0.2,0.7,1.3,1.3,2.0,206,95,,,252,111,84,52,602,255,205,91,,,,,,,,0.0,0.13,0.13,1.36,0.0,0.62,1.23,1.23,6.78,3,2,76,0,0,0,2,0,0,0,0,0,0,1,0,11,739,351,0,0.0,0.009999999999999981,0.009999999999999981,1.47,0.0,0.0,0.0,0.0,0,1,6,7
442,Nick,Pope,Pope,a,,,5.0,243,6,1.1,181,28,0.0,546,68,0,0,0,0,0,379,1387,0.0,0.0,0.0,0.0,0.0,546,68,,,516,68,517,57,468,56,525,68,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
443,Mark,Gillespie,Gillespie,a,,,4.5,428,26,0.0,524,59,0.0,438,47,0,0,0,0,0,21,30,0.0,0.0,0.0,0.0,0.0,438,47,,,399,47,393,28,325,27,409,47,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
444,Ewen,Jaouen,Jaouen,a,,,4.5,534,48,0.0,549,64,0.0,494,64,0,0,0,0,0,18,28,0.0,0.0,0.0,0.0,0.0,494,64,,,459,64,461,50,403,49,469,64,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
445,Malick,Thiaw,Thiaw,a,,,5.0,310,55,2.2,121,48,2.7,118,48,-1,0,0,0,0,6433,4141,0.5,1.6,2.7,2.7,2.7,143,55,,,74,29,261,90,511,199,182,68,,,,,,,,0.0,0.03,0.03,1.87,0.0,0.33,1.33,1.0,7.0,3,-1,90,0,0,0,2,1,0,0,0,0,0,1,0,-1,8156,4536,0,0.0,0.08,0.08,1.5,0.0,0.0,0.0,0.0,0,3,3,3
446,Fabian,Schär,Schär,a,,,5.0,247,37,0.2,320,116,0.3,338,123,0,0,0,0,0,124,454,0.1,0.2,0.3,0.3,1.0,292,115,100.0,100.0,519,197,519,197,472,190,527,197,,2.0,,,,,,0.0,0.0,0.0,71.1,0.0,0.0,90.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
447,Sven,Botman,Botman,a,,,5.0,277,45,0.7,235,85,3.0,105,43,1,0,0,0,0,835,720,0.6,1.8,3.0,3.0,3.0,124,49,,,76,31,244,81,231,87,178,65,,,,,,,,0.0,0.06,0.06,1.87,0.0,0.33,1.33,1.0,8.0,3,1,90,0,0,0,2,0,0,0,0,0,0,1,0,3,998,759,0,0.0,0.16,0.16,1.5,0.0,0.0,0.0,0.0,1,8,2,9
448,Dan,Burn,Burn,i,Ankle injury - Expected back 14 Sep,,4.9,382,68,1.1,186,72,0.0,522,196,0,0,0,-1,1,38,2810,0.0,0.0,0.0,0.0,0.0,522,196,0.0,0.0,489,191,490,192,435,183,498,191,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
449,Lewis,Hall,Hall,a,,,5.1,237,35,10.1,41,15,6.0,23,9,4,0,0,1,-1,50441,5841,1.2,3.5,6.0,6.0,6.0,35,16,,,27,8,45,9,201,71,60,13,1.0,1.0,,,,,,0.01,0.22,0.23,1.87,0.0,0.33,1.34,1.0,10.04,3,4,89,0,1,0,2,0,0,0,0,0,0,1,0,19,56577,7373,0,0.010000000000000002,0.010000000000000009,0.020000000000000018,1.4800000000000004,0.0,0.0,0.0,0.0,1,5,13,6
450,Tino,Livramento,Livramento,a,,,4.9,400,71,0.0,538,186,0.3,333,120,1,0,0,-1,1,137,67,0.1,0.2,0.3,0.0,1.0,285,112,100.0,0.0,503,194,503,194,451,186,512,194,,,,,,,,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,139,68,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0,0
451,Alex,Murphy,A.Murphy,u,Has joined FC Kaiserslautern on loan for the rest of the season,,4.0,632,195,0.1,464,164,0.0,420,152,0,0,0,0,0,0,146,0.0,0.0,0.0,0.0,0.0,420,152,0.0,0.0,381,144,373,142,298,116,391,144,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
453,Harvey,Barnes,Barnes,a,,,6.0,65,45,1.2,167,53,5.7,32,16,12,0,0,0,0,10769,1585,1.0,2.8,5.7,5.7,5.7,44,22,,,224,93,109,66,108,57,162,76,5.0,,,,,,,0.08,0.02,0.1,1.87,0.0,0.33,1.33,1.0,6.0,3,12,90,1,1,0,2,0,0,0,0,0,0,1,2,37,11475,1750,0,0.12000000000000001,0.03,0.14999999999999997,1.5,0.0,0.0,0.0,0.0,0,2,4,6
454,Anthony,Elanga,Elanga,a,,,6.1,58,41,10.6,40,15,6.0,29,14,1,0,0,1,-1,55842,15293,1.0,3.0,6.0,6.0,6.0,42,20,,,11,7,132,81,26,16,25,19,4.0,,,,,,,0.16,0.13,0.29,1.6,0.0,0.39,1.16,1.16,3.48,3,1,77,0,0,0,2,0,0,0,1,0,0,1,0,8,63286,16671,0,0.0,0.23000000000000004,0.22999999999999998,1.4700000000000002,0.0,0.0,0.0,0.0,2,1,1,4
456,Jacob,Ramsey,J.Ramsey,a,,,4.9,395,241,0.3,296,101,2.3,136,59,6,-1,1,-1,1,896,424,0.5,1.4,2.3,2.3,2.3,163,71,,,246,105,205,112,198,95,270,120,,,,,,,,0.18,0.21,0.39,2.5,0.0,0.0,1.3,0.0,14.35,3,6,27,1,0,0,0,0,0,0,0,0,0,0,0,22,910,471,0,0.08000000000000002,0.01999999999999999,0.09999999999999998,0.040000000000000036,0.0,0.0,0.0,0.0,0,0,4,4
457,Jacob,Murphy,J.Murphy,a,,,5.9,89,58,0.1,387,144,0.7,300,141,1,0,0,-1,1,148,246,0.1,0.3,0.7,0.7,0.7,368,176,,,309,139,227,124,206,99,304,137,2.0,,,,,,,0.0,0.53,0.53,3.86,0.0,0.0,2.65,0.0,15.88,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,157,269,0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0,0,1,1
458,Joelinton Cássio,Apolinário de Lira,Joelinton,i,Unspecified injury - Unknown return date,,5.4,202,123,0.0,561,231,0.0,603,254,0,0,0,-1,1,3,43,0.0,0.0,0.0,0.0,0.0,603,254,0.0,0.0,581,242,588,248,561,227,589,245,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
459,Lewis,Miley,L.Miley,a,,,5.5,185,113,0.1,451,180,2.7,124,54,2,0,0,0,0,152,129,0.5,1.5,2.7,2.7,2.7,147,64,100.0,100.0,146,54,56,43,212,102,131,67,3.0,,,,,,,0.02,0.03,0.05,1.8,0.0,0.4,1.19,1.19,10.31,3,2,62,0,0,0,2,0,0,0,0,0,0,1,0,11,168,140,0,0.0,0.020000000000000004,0.01999999999999999,1.4700000000000002,0.0,0.0,0.0,0.0,0,1,3,4
460,Joe,Willock,Willock,a,,,5.0,261,161,0.4,263,88,3.7,70,32,2,0,0,0,0,2232,737,0.7,2.2,3.7,3.7,3.7,88,41,,,99,35,133,82,100,52,129,65,,,,,,,,0.28,0.11,0.39,2.01,0.0,0.54,1.63,1.08,4.34,3,2,62,0,0,0,2,0,0,0,0,0,0,1,0,6,2397,774,0,0.35,0.010000000000000009,0.36,1.4699999999999998,0.0,0.0,0.0,0.0,1,1,1,3
461,Bazoumana,Touré,Touré,a,,,5.9,113,73,0.2,363,135,0.3,371,174,0,0,0,-1,1,62,385,0.1,0.2,0.3,0.3,1.0,351,165,,,630,275,630,275,625,271,631,275,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
462,Sean,Steur,Steur,a,,,5.0,376,228,0.1,442,176,1.0,240,111,1,0,0,0,0,36,187,0.2,0.6,1.0,1.0,1.0,317,142,,,265,118,277,142,554,223,306,139,,,,,,,,0.0,0.0,0.0,1.97,0.0,0.0,1.03,1.03,7.24,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3,39,197,0,0.0,0.0,0.0,0.039999999999999813,0.0,0.0,0.0,0.0,0,1,1,2
463,Nick,Woltemade,Woltemade,u,Has joined Juventus on loan for the rest of the season,,5.9,104,27,0.9,201,32,1.3,214,21,0,0,0,-1,1,0,10335,0.2,0.7,0.0,0.0,4.0,82,9,0.0,0.0,187,16,184,21,143,26,194,23,,,,,,,,0.09,0.05,0.14,1.8,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
464,Yoane,Wissa,Wissa,a,,,6.1,57,13,15.7,25,5,4.3,55,5,1,0,0,1,-1,82698,15107,0.7,2.1,4.3,4.3,4.3,72,7,,,42,3,95,8,12,5,23,5,,,2.0,,,,,0.47,0.02,0.49,1.53,0.0,0.34,1.03,1.03,5.86,3,1,90,0,0,0,2,0,0,0,1,0,0,1,0,5,95915,15896,0,0.0,0.030000000000000002,0.029999999999999805,1.4999999999999996,0.0,0.0,0.0,0.0,0,0,3,3
465,William,Osula,Osula,i,Foot injury - Unknown return date,,5.9,109,29,0.5,252,41,1.3,216,23,0,0,0,-1,1,42,1962,0.2,0.7,0.0,0.0,4.0,83,10,0.0,0.0,141,13,155,15,161,29,172,19,,,1.0,,,,,0.1,0.23,0.33,2.42,0.0,0.0,1.64,1.64,8.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
466,Sean,Neave,Neave,u,Has joined Wolves on loan for the rest of the season,,4.5,552,76,0.8,216,37,0.0,508,55,0,0,0,0,0,0,3580,0.0,0.0,0.0,0.0,0.0,508,55,0.0,0.0,474,46,475,51,419,48,484,51,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
559,Aladji,Bamba,Bamba,a,,,5.0,375,227,0.1,412,160,0.3,353,164,0,0,0,0,0,86,213,0.1,0.2,0.3,0.3,1.0,316,141,,,289,133,583,245,553,222,318,145,,,,,,,,0.0,0.0,0.0,6.69,0.0,0.0,6.43,0.0,12.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
567,Lukás,Hornícek,Horníček,a,,,5.0,314,15,1.2,173,25,3.3,85,5,2,0,0,0,0,5464,1760,0.7,2.0,3.3,3.3,3.3,105,6,,,8,1,552,65,514,65,108,1,,,,,,,,0.0,0.0,0.0,1.87,4.33,0.33,1.33,1.0,0.0,3,2,90,0,0,0,2,0,0,0,0,0,4,1,0,12,6026,1950,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0,6,0
593,Amar,Dedic,Dedić,a,,,4.5,498,129,3.4,94,37,4.3,49,22,1,0,0,0,0,27538,5965,1.0,2.9,4.3,4.3,4.3,67,29,,,32,10,75,21,193,67,72,18,,,,,,,,0.04,0.03,0.07,1.87,0.0,0.33,1.33,1.0,6.0,3,1,90,0,0,0,2,0,0,0,0,0,0,1,0,1,32687,6778,0,0.1,0.020000000000000004,0.12,1.5,0.0,0.0,0.0,0.0,0,1,4,1
634,Matias,Fernandez-Pardo,Fernandez-Pardo,a,,,6.0,84,20,0.1,481,66,1.0,255,32,1,0,0,0,0,1053,157,0.2,0.2,2.1,2.1,1.0,354,43,,,638,75,638,75,634,75,638,75,,,,,,,,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,3.33,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,4,1115,170,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,1,1
167,Liam,Delap,Delap,a,,,5.5,163,40,0.8,214,36,1.0,247,30,2,0,0,0,0,2527,1030,0.2,0.5,1.0,1.0,1.5,238,27,,,290,28,187,24,179,31,255,30,,,3.0,,,,,0.1,0.06,0.16,1.6,0.0,0.93,0.93,0.93,4.64,3,2,73,0,0,1,0,0,0,0,0,0,0,1,0,6,2723,1102,0,0.039999999999999994,0.06,0.1,1.39,0.0,0.0,0.0,0.0,0,2,3,5
201,Daniel,Muñoz Mejía,Muñoz,a,,,5.4,210,29,6.4,63,25,0.3,356,128,1,0,0,-1,1,1862,8715,0.1,0.2,0.3,0.3,0.5,374,130,,,324,121,256,88,84,20,240,89,,,,,,,,0.28,0.01,0.29,1.12,0.0,0.0,2.12,1.06,5.29,3,1,31,0,0,0,0,0,0,0,0,0,0,0,0,5,2007,9636,0,0.03,0.0,0.030000000000000027,0.22000000000000008,0.0,0.0,0.0,0.0,1,0,0,1
467,Matz,Sels,Sels,a,,,5.0,240,5,1.4,156,22,3.0,104,11,6,0,0,0,0,789,903,0.6,1.8,3.0,3.0,3.0,122,11,,,133,14,516,56,467,55,216,14,,,,,,,,0.0,0.0,0.0,1.26,1.33,0.33,1.0,1.0,0.0,3,6,90,0,0,1,0,0,0,0,0,0,0,1,0,21,862,1032,0,0.0,0.0,0.0,1.5699999999999998,0.0,0.0,0.0,0.0,0,1,11,0
468,John Victor,Maciel Furtado,John,a,,,4.5,467,35,0.1,484,55,0.0,456,56,0,0,0,0,0,32,44,0.0,0.0,0.0,0.0,0.0,456,56,,,419,56,415,37,351,36,429,56,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
469,Neco,Williams,N.Williams,a,,,5.0,273,43,8.2,52,20,4.7,44,18,6,0,0,0,0,4787,6606,0.9,2.8,4.7,4.7,4.7,62,25,,,58,21,77,22,129,41,75,21,2.0,2.0,,,,,,0.04,0.07,0.11,1.26,0.0,0.33,1.0,1.0,8.0,3,6,90,0,0,1,0,0,0,0,0,0,0,1,0,27,5249,7815,0,0.0,0.03999999999999998,0.040000000000000036,1.5699999999999998,0.0,0.0,0.0,0.0,3,3,8,6
3,Illan,Meslier,Meslier,a,,,4.9,397,20,0.0,535,60,0.0,531,66,0,-1,1,-1,1,36,36,0.0,0.0,0.0,0.0,0.0,531,66,,,500,66,500,54,448,53,509,66,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
470,Felipe,Rodrigues da Silva,Morato,u,Has joined West Ham on loan for the rest of the season,,5.0,318,59,0.0,527,181,0.0,572,206,0,0,0,0,0,0,191,0.0,0.0,0.0,0.0,0.0,572,206,0.0,0.0,547,205,553,205,515,200,555,205,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
